year,Department,Gender,count,total,share
1951.0,Prints & Illustrated Books,Male,78,84,0.9285714285714286
1951.0,Prints & Illustrated Books,Unknown,1,84,0.011904761904761904
1952.0,Architecture & Design,Female,4,39,0.10256410256410256
1952.0,Architecture & Design,Male,33,39,0.8461538461538461
1952.0,Architecture & Design,Unknown,2,39,0.05128205128205128
1952.0,Drawings,Male,10,10,1.0
1952.0,Painting & Sculpture,Male,19,19,1.0
1952.0,Photography,Female,1,2,0.5
1952.0,Photography,Male,1,2,0.5
1952.0,Prints & Illustrated Books,Female,12,104,0.11538461538461539
1952.0,Prints & Illustrated Books,Male,91,104,0.875
1952.0,Prints & Illustrated Books,Unknown,1,104,0.009615384615384616
1953.0,Architecture & Design,Female,4,89,0.0449438202247191
1953.0,Architecture & Design,Male,65,89,0.7303370786516854
1953.0,Architecture & Design,Unknown,20,89,0.2247191011235955
1953.0,Drawings,Female,3,32,0.09375
1953.0,Drawings,Male,29,32,0.90625
1953.0,Film,Male,1,1,1.0
1953.0,Painting & Sculpture,Female,2,25,0.08
1953.0,Painting & Sculpture,Male,23,25,0.92
1953.0,Photography,Male,3,3,1.0
1953.0,Prints & Illustrated Books,Female,3,54,0.05555555555555555
1953.0,Prints & Illustrated Books,Male,51,54,0.9444444444444444
1954.0,Architecture & Design,Female,5,62,0.08064516129032258
1954.0,Architecture & Design,Male,49,62,0.7903225806451613
1954.0,Architecture & Design,Unknown,8,62,0.12903225806451613
1954.0,Drawings,Female,1,28,0.03571428571428571
1954.0,Drawings,Male,27,28,0.9642857142857143
1954.0,Film,Male,1,1,1.0
1954.0,Painting & Sculpture,Female,4,28,0.14285714285714285
1954.0,Painting & Sculpture,Male,24,28,0.8571428571428571
1954.0,Photography,Female,3,24,0.125
1954.0,Photography,Male,20,24,0.8333333333333334
1954.0,Photography,Unknown,1,24,0.041666666666666664
1954.0,Prints & Illustrated Books,Female,7,176,0.03977272727272727
1954.0,Prints & Illustrated Books,Male,165,176,0.9375
1954.0,Prints & Illustrated Books,Unknown,4,176,0.022727272727272728
1955.0,Architecture & Design,Male,24,30,0.8
1955.0,Architecture & Design,Unknown,6,30,0.2
1955.0,Drawings,Female,2,20,0.1
1955.0,Drawings,Male,18,20,0.9
1955.0,Film,Male,3,3,1.0
1955.0,Painting & Sculpture,Female,4,31,0.12903225806451613
1955.0,Painting & Sculpture,Male,27,31,0.8709677419354839
1955.0,Photography,Male,2,2,1.0
1955.0,Prints & Illustrated Books,Female,2,82,0.024390243902439025
1955.0,Prints & Illustrated Books,Male,79,82,0.9634146341463414
1955.0,Prints & Illustrated Books,Unknown,1,82,0.012195121951219513
1956.0,Architecture & Design,Female,4,125,0.032
1956.0,Architecture & Design,Male,83,125,0.664
1956.0,Architecture & Design,Unknown,38,125,0.304
1956.0,Drawings,Female,1,38,0.02631578947368421
1956.0,Drawings,Male,37,38,0.9736842105263158
1956.0,Film,Female,1,3,0.3333333333333333
1956.0,Film,Male,2,3,0.6666666666666666
1956.0,Painting & Sculpture,Female,5,39,0.1282051282051282
1956.0,Painting & Sculpture,Male,34,39,0.8717948717948718
1956.0,Photography,Male,4,4,1.0
1956.0,Prints & Illustrated Books,Female,2,117,0.017094017094017096
1956.0,Prints & Illustrated Books,Male,107,117,0.9145299145299145
1956.0,Prints & Illustrated Books,Unknown,8,117,0.06837606837606838
1957.0,Architecture & Design,Female,3,49,0.061224489795918366
1957.0,Architecture & Design,Male,39,49,0.7959183673469388
1957.0,Architecture & Design,Unknown,7,49,0.14285714285714285
1957.0,Drawings,Female,1,24,0.041666666666666664
1957.0,Drawings,Male,23,24,0.9583333333333334
1957.0,Painting & Sculpture,Female,1,23,0.043478260869565216
1957.0,Painting & Sculpture,Male,22,23,0.9565217391304348
1957.0,Photography,Male,1,1,1.0
1957.0,Prints & Illustrated Books,Female,4,53,0.07547169811320754
1957.0,Prints & Illustrated Books,Male,47,53,0.8867924528301887
1957.0,Prints & Illustrated Books,Unknown,2,53,0.03773584905660377
1958.0,Architecture & Design,Female,11,88,0.125
1958.0,Architecture & Design,Male,63,88,0.7159090909090909
1958.0,Architecture & Design,Unknown,14,88,0.1590909090909091
1958.0,Drawings,Female,2,29,0.06896551724137931
1958.0,Drawings,Male,27,29,0.9310344827586207
1958.0,Film,Male,1,1,1.0
1958.0,Painting & Sculpture,Female,2,37,0.05405405405405406
1958.0,Painting & Sculpture,Male,35,37,0.9459459459459459
1958.0,Prints & Illustrated Books,Female,10,154,0.06493506493506493
1958.0,Prints & Illustrated Books,Male,121,154,0.7857142857142857
1958.0,Prints & Illustrated Books,Unknown,23,154,0.14935064935064934
1959.0,Architecture & Design,Female,1,12,0.08333333333333333
1959.0,Architecture & Design,Male,6,12,0.5
1959.0,Architecture & Design,Unknown,5,12,0.4166666666666667
1959.0,Drawings,Male,9,9,1.0
1959.0,Painting & Sculpture,Female,2,53,0.03773584905660377
1959.0,Painting & Sculpture,Male,51,53,0.9622641509433962
1959.0,Photography,Female,19,173,0.10982658959537572
1959.0,Photography,Male,147,173,0.8497109826589595
1959.0,Photography,Unknown,7,173,0.04046242774566474
1959.0,Prints & Illustrated Books,Female,7,79,0.08860759493670886
1959.0,Prints & Illustrated Books,Male,72,79,0.9113924050632911
1960.0,Architecture & Design,Female,4,66,0.06060606060606061
1960.0,Architecture & Design,Male,52,66,0.7878787878787878
1960.0,Architecture & Design,Unknown,10,66,0.15151515151515152
1960.0,Drawings,Male,22,22,1.0
1960.0,Painting & Sculpture,Female,9,51,0.17647058823529413
1960.0,Painting & Sculpture,Male,42,51,0.8235294117647058
1960.0,Photography,Female,6,52,0.11538461538461539
1960.0,Photography,Male,45,52,0.8653846153846154
1960.0,Photography,Unknown,1,52,0.019230769230769232
1960.0,Prints & Illustrated Books,Female,2,35,0.05714285714285714
1960.0,Prints & Illustrated Books,Male,32,35,0.9142857142857143
1960.0,Prints & Illustrated Books,Unknown,1,35,0.02857142857142857
1961.0,Architecture & Design,Female,2,49,0.04081632653061224
1961.0,Architecture & Design,Male,40,49,0.8163265306122449
1961.0,Architecture & Design,Unknown,7,49,0.14285714285714285
1961.0,Drawings,Female,4,36,0.1111111111111111
1961.0,Drawings,Male,32,36,0.8888888888888888
1961.0,Painting & Sculpture,Female,7,72,0.09722222222222222
1961.0,Painting & Sculpture,Male,65,72,0.9027777777777778
1961.0,Photography,Female,4,19,0.21052631578947367
1961.0,Photography,Male,15,19,0.7894736842105263
1961.0,Prints & Illustrated Books,Female,8,77,0.1038961038961039
1961.0,Prints & Illustrated Books,Male,68,77,0.8831168831168831
1961.0,Prints & Illustrated Books,Unknown,1,77,0.012987012987012988
1962.0,Architecture & Design,Female,3,30,0.1
1962.0,Architecture & Design,Male,20,30,0.6666666666666666
1962.0,Architecture & Design,Unknown,7,30,0.23333333333333334
1962.0,Drawings,Female,1,65,0.015384615384615385
1962.0,Drawings,Male,64,65,0.9846153846153847
1962.0,Painting & Sculpture,Female,2,28,0.07142857142857142
1962.0,Painting & Sculpture,Male,26,28,0.9285714285714286
1962.0,Photography,Female,4,23,0.17391304347826086
1962.0,Photography,Male,18,23,0.782608695652174
1962.0,Photography,Unknown,1,23,0.043478260869565216
1962.0,Prints & Illustrated Books,Female,2,24,0.08333333333333333
1962.0,Prints & Illustrated Books,Male,22,24,0.9166666666666666
1963.0,Architecture & Design,Female,2,54,0.037037037037037035
1963.0,Architecture & Design,Male,48,54,0.8888888888888888
1963.0,Architecture & Design,Unknown,4,54,0.07407407407407407
1963.0,Drawings,Female,6,78,0.07692307692307693
1963.0,Drawings,Male,70,78,0.8974358974358975
1963.0,Drawings,Unknown,2,78,0.02564102564102564
1963.0,Painting & Sculpture,Female,2,41,0.04878048780487805
1963.0,Painting & Sculpture,Male,39,41,0.9512195121951219
1963.0,Photography,Female,2,14,0.14285714285714285
1963.0,Photography,Male,11,14,0.7857142857142857
1963.0,Photography,Unknown,1,14,0.07142857142857142
1963.0,Prints & Illustrated Books,Female,12,120,0.1
1963.0,Prints & Illustrated Books,Male,107,120,0.8916666666666667
1963.0,Prints & Illustrated Books,Unknown,1,120,0.008333333333333333
1964.0,Architecture & Design,Female,1,37,0.02702702702702703
1964.0,Architecture & Design,Male,33,37,0.8918918918918919
1964.0,Architecture & Design,Unknown,3,37,0.08108108108108109
1964.0,Drawings,Female,7,39,0.1794871794871795
1964.0,Drawings,Male,32,39,0.8205128205128205
1964.0,Painting & Sculpture,Female,3,35,0.08571428571428572
1964.0,Painting & Sculpture,Male,31,35,0.8857142857142857
1964.0,Painting & Sculpture,Unknown,1,35,0.02857142857142857
1964.0,Photography,Female,15,108,0.1388888888888889
1964.0,Photography,Male,90,108,0.8333333333333334
1964.0,Photography,Unknown,3,108,0.027777777777777776
1964.0,Prints & Illustrated Books,Female,31,394,0.07868020304568528
1964.0,Prints & Illustrated Books,Male,355,394,0.9010152284263959
1964.0,Prints & Illustrated Books,Unknown,8,394,0.02030456852791878
1965.0,Architecture & Design,Female,6,56,0.10714285714285714
1965.0,Architecture & Design,Male,46,56,0.8214285714285714
1965.0,Architecture & Design,Unknown,4,56,0.07142857142857142
1965.0,Drawings,Female,6,62,0.0967741935483871
1965.0,Drawings,Male,55,62,0.8870967741935484
1965.0,Drawings,Unknown,1,62,0.016129032258064516
1965.0,Painting & Sculpture,Female,4,56,0.07142857142857142
1965.0,Painting & Sculpture,Male,52,56,0.9285714285714286
1965.0,Photography,Female,6,55,0.10909090909090909
1965.0,Photography,Male,49,55,0.8909090909090909
1965.0,Prints & Illustrated Books,Female,13,183,0.07103825136612021
1965.0,Prints & Illustrated Books,Male,167,183,0.912568306010929
1965.0,Prints & Illustrated Books,Unknown,3,183,0.01639344262295082
1966.0,Architecture & Design,Female,5,66,0.07575757575757576
1966.0,Architecture & Design,Male,57,66,0.8636363636363636
1966.0,Architecture & Design,Unknown,4,66,0.06060606060606061
1966.0,Drawings,Female,3,54,0.05555555555555555
1966.0,Drawings,Male,51,54,0.9444444444444444
1966.0,Painting & Sculpture,Female,2,31,0.06451612903225806
1966.0,Painting & Sculpture,Male,29,31,0.9354838709677419
1966.0,Photography,Female,3,40,0.075
1966.0,Photography,Male,35,40,0.875
1966.0,Photography,Unknown,2,40,0.05
1966.0,Prints & Illustrated Books,Female,7,125,0.056
1966.0,Prints & Illustrated Books,Male,116,125,0.928
1966.0,Prints & Illustrated Books,Unknown,2,125,0.016
1967.0,Architecture & Design,Female,10,89,0.11235955056179775
1967.0,Architecture & Design,Male,74,89,0.8314606741573034
1967.0,Architecture & Design,Unknown,5,89,0.056179775280898875
1967.0,Drawings,Female,4,73,0.0547945205479452
1967.0,Drawings,Male,69,73,0.9452054794520548
1967.0,Painting & Sculpture,Male,42,42,1.0
1967.0,Photography,Female,4,42,0.09523809523809523
1967.0,Photography,Male,37,42,0.8809523809523809
1967.0,Photography,Unknown,1,42,0.023809523809523808
1967.0,Prints & Illustrated Books,Female,23,326,0.0705521472392638
1967.0,Prints & Illustrated Books,Male,298,326,0.9141104294478528
1967.0,Prints & Illustrated Books,Unknown,5,326,0.015337423312883436
1968.0,Architecture & Design,Female,2,126,0.015873015873015872
1968.0,Architecture & Design,Male,113,126,0.8968253968253969
1968.0,Architecture & Design,Unknown,11,126,0.0873015873015873
1968.0,Drawings,Female,3,58,0.05172413793103448
1968.0,Drawings,Male,54,58,0.9310344827586207
1968.0,Drawings,Unknown,1,58,0.017241379310344827
1968.0,Film,Male,1,1,1.0
1968.0,Painting & Sculpture,Female,3,23,0.13043478260869565
1968.0,Painting & Sculpture,Male,20,23,0.8695652173913043
1968.0,Photography,Female,12,77,0.15584415584415584
1968.0,Photography,Male,65,77,0.8441558441558441
1968.0,Prints & Illustrated Books,Female,22,162,0.13580246913580246
1968.0,Prints & Illustrated Books,Male,137,162,0.845679012345679
1968.0,Prints & Illustrated Books,Unknown,3,162,0.018518518518518517
1969.0,Architecture & Design,Female,2,49,0.04081632653061224
1969.0,Architecture & Design,Male,44,49,0.8979591836734694
1969.0,Architecture & Design,Unknown,3,49,0.061224489795918366
1969.0,Drawings,Female,5,80,0.0625
1969.0,Drawings,Male,74,80,0.925
1969.0,Drawings,Unknown,1,80,0.0125
1969.0,Film,Male,5,5,1.0
1969.0,Painting & Sculpture,Female,4,47,0.0851063829787234
1969.0,Painting & Sculpture,Male,43,47,0.9148936170212766
1969.0,Photography,Female,4,44,0.09090909090909091
1969.0,Photography,Male,40,44,0.9090909090909091
1969.0,Prints & Illustrated Books,Female,25,217,0.1152073732718894
1969.0,Prints & Illustrated Books,Male,190,217,0.8755760368663594
1969.0,Prints & Illustrated Books,Unknown,2,217,0.009216589861751152
1970.0,Architecture & Design,Female,5,36,0.1388888888888889
1970.0,Architecture & Design,Male,28,36,0.7777777777777778
1970.0,Architecture & Design,Unknown,3,36,0.08333333333333333
1970.0,Drawings,Female,6,43,0.13953488372093023
1970.0,Drawings,Male,37,43,0.8604651162790697
1970.0,Film,Female,1,6,0.16666666666666666
1970.0,Film,Male,5,6,0.8333333333333334
1970.0,Painting & Sculpture,Female,3,33,0.09090909090909091
1970.0,Painting & Sculpture,Male,30,33,0.9090909090909091
1970.0,Photography,Female,3,49,0.061224489795918366
1970.0,Photography,Male,43,49,0.8775510204081632
1970.0,Photography,Unknown,3,49,0.061224489795918366
1970.0,Prints & Illustrated Books,Female,12,109,0.11009174311926606
1970.0,Prints & Illustrated Books,Male,93,109,0.8532110091743119
1970.0,Prints & Illustrated Books,Unknown,4,109,0.03669724770642202
1971.0,Architecture & Design,Male,3,3,1.0
1971.0,Drawings,Female,3,36,0.08333333333333333
1971.0,Drawings,Male,33,36,0.9166666666666666
1971.0,Film,Female,2,7,0.2857142857142857
1971.0,Film,Male,5,7,0.7142857142857143
1971.0,Painting & Sculpture,Female,3,35,0.08571428571428572
1971.0,Painting & Sculpture,Male,32,35,0.9142857142857143
1971.0,Photography,Female,3,50,0.06
1971.0,Photography,Male,45,50,0.9
1971.0,Photography,Unknown,2,50,0.04
1971.0,Prints & Illustrated Books,Female,9,81,0.1111111111111111
1971.0,Prints & Illustrated Books,Male,72,81,0.8888888888888888
1972.0,Architecture & Design,Female,2,39,0.05128205128205128
1972.0,Architecture & Design,Male,31,39,0.7948717948717948
1972.0,Architecture & Design,Unknown,6,39,0.15384615384615385
1972.0,Drawings,Female,3,26,0.11538461538461539
1972.0,Drawings,Male,23,26,0.8846153846153846
1972.0,Film,Male,5,5,1.0
1972.0,Painting & Sculpture,Male,9,9,1.0
1972.0,Photography,Female,5,45,0.1111111111111111
1972.0,Photography,Male,40,45,0.8888888888888888
1972.0,Prints & Illustrated Books,Female,9,61,0.14754098360655737
1972.0,Prints & Illustrated Books,Male,52,61,0.8524590163934426
1973.0,Architecture & Design,Male,11,12,0.9166666666666666
1973.0,Architecture & Design,Unknown,1,12,0.08333333333333333
1973.0,Drawings,Female,3,38,0.07894736842105263
1973.0,Drawings,Male,35,38,0.9210526315789473
1973.0,Film,Male,2,2,1.0
1973.0,Painting & Sculpture,Female,2,21,0.09523809523809523
1973.0,Painting & Sculpture,Male,19,21,0.9047619047619048
1973.0,Photography,Female,6,55,0.10909090909090909
1973.0,Photography,Male,48,55,0.8727272727272727
1973.0,Photography,Unknown,1,55,0.01818181818181818
1973.0,Prints & Illustrated Books,Female,15,119,0.12605042016806722
1973.0,Prints & Illustrated Books,Male,102,119,0.8571428571428571
1973.0,Prints & Illustrated Books,Unknown,2,119,0.01680672268907563
1974.0,Architecture & Design,Female,3,27,0.1111111111111111
1974.0,Architecture & Design,Male,21,27,0.7777777777777778
1974.0,Architecture & Design,Unknown,3,27,0.1111111111111111
1974.0,Drawings,Female,5,45,0.1111111111111111
1974.0,Drawings,Male,40,45,0.8888888888888888
1974.0,Film,Male,2,3,0.6666666666666666
1974.0,Film,Unknown,1,3,0.3333333333333333
1974.0,Painting & Sculpture,Female,1,14,0.07142857142857142
1974.0,Painting & Sculpture,Male,13,14,0.9285714285714286
1974.0,Photography,Female,13,62,0.20967741935483872
1974.0,Photography,Male,47,62,0.7580645161290323
1974.0,Photography,Unknown,2,62,0.03225806451612903
1974.0,Prints & Illustrated Books,Female,31,207,0.1497584541062802
1974.0,Prints & Illustrated Books,Male,175,207,0.8454106280193237
1974.0,Prints & Illustrated Books,Unknown,1,207,0.004830917874396135
1975.0,Architecture & Design,Female,5,16,0.3125
1975.0,Architecture & Design,Male,11,16,0.6875
1975.0,Drawings,Female,1,35,0.02857142857142857
1975.0,Drawings,Male,34,35,0.9714285714285714
1975.0,Film,Male,1,1,1.0
1975.0,Media and Performance Art,Female,1,4,0.25
1975.0,Media and Performance Art,Male,3,4,0.75
1975.0,Painting & Sculpture,Female,3,24,0.125
1975.0,Painting & Sculpture,Male,21,24,0.875
1975.0,Photography,Female,8,59,0.13559322033898305
1975.0,Photography,Male,49,59,0.8305084745762712
1975.0,Photography,Unknown,2,59,0.03389830508474576
1975.0,Prints & Illustrated Books,Female,8,74,0.10810810810810811
1975.0,Prints & Illustrated Books,Male,64,74,0.8648648648648649
1975.0,Prints & Illustrated Books,Unknown,2,74,0.02702702702702703
1976.0,Architecture & Design,Female,1,44,0.022727272727272728
1976.0,Architecture & Design,Male,39,44,0.8863636363636364
1976.0,Architecture & Design,Unknown,4,44,0.09090909090909091
1976.0,Drawings,Female,6,37,0.16216216216216217
1976.0,Drawings,Male,30,37,0.8108108108108109
1976.0,Drawings,Unknown,1,37,0.02702702702702703
1976.0,Film,Male,3,3,1.0
1976.0,Media and Performance Art,Female,2,5,0.4
1976.0,Media and Performance Art,Male,3,5,0.6
1976.0,Painting & Sculpture,Female,2,17,0.11764705882352941
1976.0,Painting & Sculpture,Male,15,17,0.8823529411764706
1976.0,Photography,Female,5,67,0.07462686567164178
1976.0,Photography,Male,58,67,0.8656716417910447
1976.0,Photography,Unknown,4,67,0.05970149253731343
1976.0,Prints & Illustrated Books,Female,6,104,0.057692307692307696
1976.0,Prints & Illustrated Books,Male,96,104,0.9230769230769231
1976.0,Prints & Illustrated Books,Unknown,2,104,0.019230769230769232
1977.0,Architecture & Design,Female,4,68,0.058823529411764705
1977.0,Architecture & Design,Male,60,68,0.8823529411764706
1977.0,Architecture & Design,Unknown,4,68,0.058823529411764705
1977.0,Drawings,Female,12,61,0.19672131147540983
1977.0,Drawings,Male,49,61,0.8032786885245902
1977.0,Film,Male,5,5,1.0
1977.0,Painting & Sculpture,Male,17,17,1.0
1977.0,Photography,Female,8,69,0.11594202898550725
1977.0,Photography,Male,61,69,0.8840579710144928
1977.0,Prints & Illustrated Books,Female,36,163,0.22085889570552147
1977.0,Prints & Illustrated Books,Male,121,163,0.7423312883435583
1977.0,Prints & Illustrated Books,Unknown,6,163,0.03680981595092025
1978.0,Architecture & Design,Female,2,43,0.046511627906976744
1978.0,Architecture & Design,Male,39,43,0.9069767441860465
1978.0,Architecture & Design,Unknown,2,43,0.046511627906976744
1978.0,Drawings,Female,19,153,0.12418300653594772
1978.0,Drawings,Male,134,153,0.8758169934640523
1978.0,Film,Female,1,4,0.25
1978.0,Film,Male,3,4,0.75
1978.0,Painting & Sculpture,Female,2,23,0.08695652173913043
1978.0,Painting & Sculpture,Male,21,23,0.9130434782608695
1978.0,Photography,Female,11,66,0.16666666666666666
1978.0,Photography,Male,51,66,0.7727272727272727
1978.0,Photography,Unknown,4,66,0.06060606060606061
1978.0,Prints & Illustrated Books,Female,9,48,0.1875
1978.0,Prints & Illustrated Books,Male,38,48,0.7916666666666666
1978.0,Prints & Illustrated Books,Unknown,1,48,0.020833333333333332
1979.0,Architecture & Design,Female,2,42,0.047619047619047616
1979.0,Architecture & Design,Male,40,42,0.9523809523809523
1979.0,Drawings,Female,17,75,0.22666666666666666
1979.0,Drawings,Male,58,75,0.7733333333333333
1979.0,Film,Male,3,4,0.75
1979.0,Film,Unknown,1,4,0.25
1979.0,Media and Performance Art,Female,4,20,0.2
1979.0,Media and Performance Art,Male,15,20,0.75
1979.0,Media and Performance Art,Unknown,1,20,0.05
1979.0,Painting & Sculpture,Female,4,34,0.11764705882352941
1979.0,Painting & Sculpture,Male,30,34,0.8823529411764706
1979.0,Photography,Female,9,72,0.125
1979.0,Photography,Male,61,72,0.8472222222222222
1979.0,Photography,Unknown,2,72,0.027777777777777776
1979.0,Prints & Illustrated Books,Female,12,103,0.11650485436893204
1979.0,Prints & Illustrated Books,Male,89,103,0.8640776699029126
1979.0,Prints & Illustrated Books,Unknown,2,103,0.019417475728155338
1980.0,Architecture & Design,Female,6,76,0.07894736842105263
1980.0,Architecture & Design,Male,62,76,0.8157894736842105
1980.0,Architecture & Design,Unknown,8,76,0.10526315789473684
1980.0,Drawings,Female,5,52,0.09615384615384616
1980.0,Drawings,Male,47,52,0.9038461538461539
1980.0,Film,Male,2,2,1.0
1980.0,Media and Performance Art,Female,3,10,0.3
1980.0,Media and Performance Art,Male,4,10,0.4
1980.0,Media and Performance Art,Unknown,3,10,0.3
1980.0,Painting & Sculpture,Female,1,10,0.1
1980.0,Painting & Sculpture,Male,9,10,0.9
1980.0,Photography,Female,13,49,0.2653061224489796
1980.0,Photography,Male,36,49,0.7346938775510204
1980.0,Prints & Illustrated Books,Female,12,60,0.2
1980.0,Prints & Illustrated Books,Male,48,60,0.8
1981.0,Architecture & Design,Female,6,94,0.06382978723404255
1981.0,Architecture & Design,Male,78,94,0.8297872340425532
1981.0,Architecture & Design,Unknown,10,94,0.10638297872340426
1981.0,Drawings,Female,3,31,0.0967741935483871
1981.0,Drawings,Male,28,31,0.9032258064516129
1981.0,Film,Male,1,2,0.5
1981.0,Film,Unknown,1,2,0.5
1981.0,Media and Performance Art,Female,5,21,0.23809523809523808
1981.0,Media and Performance Art,Male,16,21,0.7619047619047619
1981.0,Painting & Sculpture,Female,1,13,0.07692307692307693
1981.0,Painting & Sculpture,Male,12,13,0.9230769230769231
1981.0,Photography,Female,9,86,0.10465116279069768
1981.0,Photography,Male,74,86,0.8604651162790697
1981.0,Photography,Unknown,3,86,0.03488372093023256
1981.0,Prints & Illustrated Books,Female,8,89,0.0898876404494382
1981.0,Prints & Illustrated Books,Male,78,89,0.8764044943820225
1981.0,Prints & Illustrated Books,Unknown,3,89,0.033707865168539325
1982.0,Architecture & Design,Female,3,42,0.07142857142857142
1982.0,Architecture & Design,Male,38,42,0.9047619047619048
1982.0,Architecture & Design,Unknown,1,42,0.023809523809523808
1982.0,Drawings,Female,2,30,0.06666666666666667
1982.0,Drawings,Male,28,30,0.9333333333333333
1982.0,Media and Performance Art,Female,4,10,0.4
1982.0,Media and Performance Art,Male,5,10,0.5
1982.0,Media and Performance Art,Unknown,1,10,0.1
1982.0,Painting & Sculpture,Female,2,17,0.11764705882352941
1982.0,Painting & Sculpture,Male,15,17,0.8823529411764706
1982.0,Photography,Female,8,105,0.0761904761904762
1982.0,Photography,Male,73,105,0.6952380952380952
1982.0,Photography,Unknown,24,105,0.22857142857142856
1982.0,Prints & Illustrated Books,Female,9,86,0.10465116279069768
1982.0,Prints & Illustrated Books,Male,76,86,0.8837209302325582
1982.0,Prints & Illustrated Books,Unknown,1,86,0.011627906976744186
1983.0,Architecture & Design,Female,9,141,0.06382978723404255
1983.0,Architecture & Design,Male,120,141,0.851063829787234
1983.0,Architecture & Design,Unknown,12,141,0.0851063829787234
1983.0,Drawings,Female,5,37,0.13513513513513514
1983.0,Drawings,Male,32,37,0.8648648648648649
1983.0,Film,Male,1,1,1.0
1983.0,Media and Performance Art,Female,2,9,0.2222222222222222
1983.0,Media and Performance Art,Male,7,9,0.7777777777777778
1983.0,Painting & Sculpture,Female,9,31,0.2903225806451613
1983.0,Painting & Sculpture,Male,22,31,0.7096774193548387
1983.0,Photography,Female,11,92,0.11956521739130435
1983.0,Photography,Male,78,92,0.8478260869565217
1983.0,Photography,Unknown,3,92,0.03260869565217391
1983.0,Prints & Illustrated Books,Female,10,63,0.15873015873015872
1983.0,Prints & Illustrated Books,Male,53,63,0.8412698412698413
1984.0,Architecture & Design,Female,3,52,0.057692307692307696
1984.0,Architecture & Design,Male,41,52,0.7884615384615384
1984.0,Architecture & Design,Unknown,8,52,0.15384615384615385
1984.0,Drawings,Female,8,39,0.20512820512820512
1984.0,Drawings,Male,31,39,0.7948717948717948
1984.0,Film,Female,1,1,1.0
1984.0,Media and Performance Art,Female,20,52,0.38461538461538464
1984.0,Media and Performance Art,Male,32,52,0.6153846153846154
1984.0,Painting & Sculpture,Female,3,20,0.15
1984.0,Painting & Sculpture,Male,17,20,0.85
1984.0,Photography,Female,11,70,0.15714285714285714
1984.0,Photography,Male,58,70,0.8285714285714286
1984.0,Photography,Unknown,1,70,0.014285714285714285
1984.0,Prints & Illustrated Books,Female,6,80,0.075
1984.0,Prints & Illustrated Books,Male,73,80,0.9125
1984.0,Prints & Illustrated Books,Unknown,1,80,0.0125
1985.0,Architecture & Design,Female,3,53,0.05660377358490566
1985.0,Architecture & Design,Male,44,53,0.8301886792452831
1985.0,Architecture & Design,Unknown,6,53,0.11320754716981132
1985.0,Drawings,Female,16,96,0.16666666666666666
1985.0,Drawings,Male,80,96,0.8333333333333334
1985.0,Film,Male,1,1,1.0
1985.0,Media and Performance Art,Female,2,13,0.15384615384615385
1985.0,Media and Performance Art,Male,11,13,0.8461538461538461
1985.0,Painting & Sculpture,Female,5,64,0.078125
1985.0,Painting & Sculpture,Male,59,64,0.921875
1985.0,Photography,Female,12,62,0.1935483870967742
1985.0,Photography,Male,48,62,0.7741935483870968
1985.0,Photography,Unknown,2,62,0.03225806451612903
1985.0,Prints & Illustrated Books,Female,15,123,0.12195121951219512
1985.0,Prints & Illustrated Books,Male,103,123,0.8373983739837398
1985.0,Prints & Illustrated Books,Unknown,5,123,0.04065040650406504
1986.0,Architecture & Design,Female,1,41,0.024390243902439025
1986.0,Architecture & Design,Male,36,41,0.8780487804878049
1986.0,Architecture & Design,Unknown,4,41,0.0975609756097561
1986.0,Drawings,Female,5,36,0.1388888888888889
1986.0,Drawings,Male,31,36,0.8611111111111112
1986.0,Film,Male,1,2,0.5
1986.0,Film,Unknown,1,2,0.5
1986.0,Media and Performance Art,Female,7,57,0.12280701754385964
1986.0,Media and Performance Art,Male,46,57,0.8070175438596491
1986.0,Media and Performance Art,Unknown,4,57,0.07017543859649122
1986.0,Painting & Sculpture,Female,2,20,0.1
1986.0,Painting & Sculpture,Male,18,20,0.9
1986.0,Photography,Female,13,89,0.14606741573033707
1986.0,Photography,Male,74,89,0.8314606741573034
1986.0,Photography,Unknown,2,89,0.02247191011235955
1986.0,Prints & Illustrated Books,Female,9,103,0.08737864077669903
1986.0,Prints & Illustrated Books,Male,92,103,0.8932038834951457
1986.0,Prints & Illustrated Books,Unknown,2,103,0.019417475728155338
1987.0,Architecture & Design,Female,6,77,0.07792207792207792
1987.0,Architecture & Design,Male,63,77,0.8181818181818182
1987.0,Architecture & Design,Unknown,8,77,0.1038961038961039
1987.0,Drawings,Male,18,18,1.0
1987.0,Media and Performance Art,Female,3,9,0.3333333333333333
1987.0,Media and Performance Art,Male,6,9,0.6666666666666666
1987.0,Painting & Sculpture,Female,5,19,0.2631578947368421
1987.0,Painting & Sculpture,Male,14,19,0.7368421052631579
1987.0,Photography,Female,16,73,0.2191780821917808
1987.0,Photography,Male,55,73,0.7534246575342466
1987.0,Photography,Unknown,2,73,0.0273972602739726
1987.0,Prints & Illustrated Books,Female,40,244,0.16393442622950818
1987.0,Prints & Illustrated Books,Male,198,244,0.8114754098360656
1987.0,Prints & Illustrated Books,Unknown,6,244,0.02459016393442623
1988.0,Architecture & Design,Female,6,52,0.11538461538461539
1988.0,Architecture & Design,Male,37,52,0.7115384615384616
1988.0,Architecture & Design,Unknown,9,52,0.17307692307692307
1988.0,Drawings,Female,5,37,0.13513513513513514
